,words,ranks
0,"('네이버', '카카오', '플랫폼', '서비스', '글로벌', '기업', '검색', '사업', 'ai', '시장', '콘텐츠', '열린', '커머스', '비대면', '뉴스', '이유', '기준', '진료', '메타', '정보', '대표', '계획이다', '자회사', '광고', '모바일', '게임', '사용자', '방안', '운영', '국내', '인수', '3분기', '예정이다', '이달', '온라인', '개발', '배달', '투자', 'gs', '출시', '물류', '보상', 'iec', '국회', '생태계', '리뷰', '기존', '됐다', '자사', '판매', '오픈', '브랜드', '해외', '공개', '사회적', '이날', '추천', 'cic', '회사의', '디지털', '김범수', '3d', '커뮤니티', '서울', '피해', '진행', '배민', '구글', '계열사', '과학기술정보통신부', '민간', '구독', '영업', '장애', 'c2c', '전략', '공시한', '조직을', '미글루', '실적', '자율', '개편', '과기정통부', '구매', '팝업', '상품', '복지부', '쇼핑', '투명성', '전문', '코로나19', 'b2b', '센터', 'pc', '여행', '발표', '요약된다', '폐지', '성장', '발생한')","(16.97884280725038, 14.721183431756716, 10.637819459180003, 8.862532036057049, 5.776288569269039, 4.962140091814388, 3.7627319972800866, 3.717347649414482, 3.668051888636495, 3.3657414220469883, 3.0457174920037513, 3.038379435296613, 3.002163518010635, 2.9434591127190672, 2.839450233571398, 2.8207274278370247, 2.787066516331501, 2.770494598637216, 2.746501510165175, 2.7328744444417237, 2.7150516583527704, 2.7098817768557764, 2.70788998179285, 2.686205047218971, 2.618369243728131, 2.603171605132001, 2.356029395635689, 2.34581886823298, 2.2956473856359696, 2.2899290109750674, 2.2661409723296555, 2.1802936991275614, 2.1252828074325265, 2.055955246269719, 1.9754451707520855, 1.9686371902739408, 1.9684912183553198, 1.9667607258100412, 1.9404497295604006, 1.8701758065402965, 1.8379574787323052, 1.8378121433690708, 1.8240724542424291, 1.793799110380768, 1.7323329968472203, 1.7323283381171781, 1.7250199816626681, 1.7120258563128714, 1.6976230377880488, 1.676267501446803, 1.6743059762111203, 1.655978084446624, 1.6500827415093497, 1.6340700871202838, 1.6317929491289558, 1.6203977870688027, 1.6072212783138928, 1.5690042186631685, 1.5599013508426598, 1.558589154606619, 1.5537931839617363, 1.509863874221176, 1.4894571240698085, 1.4865163112777795, 1.4629567926562999, 1.462682529317242, 1.4624058848766501, 1.4500333469213644, 1.4472055025866317, 1.4444126950769154, 1.4303431530909267, 1.4170729614854443, 1.4122458301740561, 1.409333463715078, 1.3881732176976724, 1.3640004403571582, 1.3520409940401006, 1.3371002753553949, 1.3330460466553071, 1.3314093914720697, 1.323703058745238, 1.3221451120369019, 1.3208536983188703, 1.3195679646711644, 1.314448867374538, 1.3036789917845626, 1.2980463688338224, 1.294404853290275, 1.2899466051771675, 1.2895801359627943, 1.2822701737881368, 1.2818133243825107, 1.274805709442961, 1.2672155335710444, 1.2637650753493563, 1.2607162866660837, 1.2544000134344864, 1.2535372515346315, 1.2425351501849842, 1.240638399114864)"
